ensg00000121410,0.54
ensg00000148584,2.65
ensg00000175899,54.7
ensg00000166535,1.78
ensg00000184389,0.3
ensg00000128274,25.3
ensg00000118017,0.42
ensg00000094914,34.9
ensg00000081760,22.1
ensg00000114771,3.8
